step,i,j,heat
1,28,34,1.991343e+14
1,28,35,1.517854e+14
1,28,36,4.475934e+14
1,28,37,5.121160e+14
1,28,38,1.048206e+14
1,28,39,4.724719e+14
1,28,40,1.039552e+14
1,28,41,5.435567e+14
1,28,42,7.313841e+13
1,28,43,1.395146e+14
1,28,44,2.029271e+14
1,28,45,2.986461e+14
1,28,46,2.796029e+14
1,28,47,1.200270e+14
1,28,48,1.270903e+14
1,28,49,3.651138e+14
1,29,30,2.316448e+14
1,29,31,9.021343e+13
1,29,32,6.427434e+14
1,29,33,1.346191e+14
1,29,34,1.904898e+14
1,29,35,1.390846e+14
1,29,36,4.389489e+14
1,29,37,3.367529e+14
1,29,38,1.833214e+14
1,29,39,2.971088e+14
1,29,40,1.125998e+14
1,29,41,3.681935e+14
1,29,42,1.022247e+14
1,29,43,8.084451e+13
1,29,44,1.633477e+14
1,29,45,1.610479e+14
1,29,46,2.388925e+14
1,29,47,1.482500e+14
1,29,48,1.075008e+14
1,29,49,1.897506e+14
1,30,31,1.563276e+14
1,30,32,8.743882e+14
1,30,33,2.326805e+14
1,30,34,2.629408e+14
1,30,35,2.552226e+14
1,30,36,2.987116e+14
1,30,37,1.934538e+14
1,30,38,4.149662e+14
1,30,39,1.317734e+14
1,30,40,3.176516e+14
1,30,41,1.642183e+14
1,30,42,3.338695e+14
1,30,43,2.674934e+14
1,30,44,3.035850e+14
1,30,45,1.083618e+14
1,30,46,1.274050e+14
1,30,47,3.798948e+14
1,30,48,2.799177e+14
1,30,49,4.189416e+13
1,31,32,7.180607e+14
1,31,33,1.826567e+14
1,31,34,1.066132e+14
1,31,35,9.889501e+13
1,31,36,3.487354e+14
1,31,37,2.614356e+14
1,31,38,2.586386e+14
1,31,39,2.217916e+14
1,31,40,2.028132e+14
1,31,41,2.928763e+14
1,31,42,1.775420e+14
1,31,43,1.111658e+14
1,31,44,2.535611e+14
1,31,45,7.083451e+13
1,31,46,1.486790e+14
1,31,47,2.235672e+14
1,31,48,1.235901e+14
1,31,49,1.144334e+14
1,32,33,7.773626e+14
1,32,34,6.114475e+14
1,32,35,6.191657e+14
1,32,36,6.459224e+14
1,32,37,9.794963e+14
1,32,38,4.594221e+14
1,32,39,9.398523e+14
1,32,40,5.567367e+14
1,32,41,1.010937e+15
1,32,42,5.405187e+14
1,32,43,6.068949e+14
1,32,44,6.703074e+14
1,32,45,7.660264e+14
1,32,46,7.469832e+14
1,32,47,4.944934e+14
1,32,48,5.944706e+14
1,32,49,8.324941e+14
1,33,34,2.829330e+14
1,33,35,2.315278e+14
1,33,36,5.313921e+14
1,33,37,4.261343e+14
1,33,38,3.179405e+14
1,33,39,3.644539e+14
1,33,40,2.206259e+14
1,33,41,2.335744e+14
1,33,42,2.368438e+14
1,33,43,1.732878e+14
1,33,44,1.070552e+14
1,33,45,2.534912e+14
1,33,46,3.313357e+14
1,33,47,2.828691e+14
1,33,48,1.999441e+14
1,33,49,2.664863e+14
1,34,35,5.140516e+13
1,34,36,2.484591e+14
1,34,37,3.680488e+14
1,34,38,3.039550e+14
1,34,39,3.284048e+14
1,34,40,3.030895e+14
1,34,41,3.994895e+14
1,34,42,2.671715e+14
1,34,43,1.096452e+14
1,34,44,3.538375e+14
1,34,45,1.545790e+14
1,34,46,1.355358e+14
1,34,47,3.191613e+14
1,34,48,8.298891e+13
1,34,49,2.210466e+14
1,35,36,2.998643e+14
1,35,37,3.603306e+14
1,35,38,2.525498e+14
1,35,39,3.206866e+14
1,35,40,2.516843e+14
1,35,41,3.917713e+14
1,35,42,2.157663e+14
1,35,43,5.824009e+13
1,35,44,3.024323e+14
1,35,45,1.468608e+14
1,35,46,1.278176e+14
1,35,47,2.677562e+14
1,35,48,3.158376e+13
1,35,49,2.133284e+14
1,36,37,3.335739e+14
1,36,38,5.524141e+14
1,36,39,2.939299e+14
1,36,40,5.515486e+14
1,36,41,4.629299e+14
1,36,42,5.156306e+14
1,36,43,3.581043e+14
1,36,44,6.022966e+14
1,36,45,2.779009e+14
1,36,46,2.000564e+14
1,36,47,5.676204e+14
1,36,48,3.314480e+14
1,36,49,2.649058e+14
1,37,38,5.200742e+14
1,37,39,6.168039e+13
1,37,40,4.462908e+14
1,37,41,3.576721e+14
1,37,42,4.389776e+14
1,37,43,3.726014e+14
1,37,44,4.970388e+14
1,37,45,2.134699e+14
1,37,46,2.325131e+14
1,37,47,4.850029e+14
1,37,48,3.850257e+14
1,37,49,1.596480e+14
1,38,39,4.804302e+14
1,38,40,9.731459e+13
1,38,41,5.515149e+14
1,38,42,8.109664e+13
1,38,43,1.943097e+14
1,38,44,2.108853e+14
1,38,45,3.066043e+14
1,38,46,3.523577e+14
1,38,47,3.507137e+13
1,38,48,2.209661e+14
1,38,49,3.730720e+14
1,39,40,3.846104e+14
1,39,41,2.959917e+14
1,39,42,3.993335e+14
1,39,43,3.329574e+14
1,39,44,4.353584e+14
1,39,45,1.738258e+14
1,39,46,1.928690e+14
1,39,47,4.453588e+14
1,39,48,3.453817e+14
1,39,49,1.073582e+14
1,40,41,4.542003e+14
1,40,42,3.591804e+13
1,40,43,1.934443e+14
1,40,44,1.135707e+14
1,40,45,2.736477e+14
1,40,46,3.514922e+14
1,40,47,6.224322e+13
1,40,48,2.201006e+14
1,40,49,2.866428e+14
1,41,42,4.704183e+14
1,41,43,4.040421e+14
1,41,44,3.406296e+14
1,41,45,2.449106e+14
1,41,46,2.639537e+14
1,41,47,5.164435e+14
1,41,48,4.164664e+14
1,41,49,1.980241e+14
1,42,43,1.575262e+14
1,42,44,1.297886e+14
1,42,45,2.377296e+14
1,42,46,3.155742e+14
1,42,47,5.198987e+13
1,42,48,1.841826e+14
1,42,49,2.919754e+14
1,43,44,2.441922e+14
1,43,45,1.591316e+14
1,43,46,1.580480e+14
1,43,47,2.095161e+14
1,43,48,2.665633e+13
1,43,49,2.255992e+14
1,44,45,3.243957e+14
1,44,46,4.022402e+14
1,44,47,1.758139e+14
1,44,48,2.708486e+14
1,44,49,3.373907e+14
1,45,46,7.784454e+13
1,45,47,2.897195e+14
1,45,48,1.715558e+14
1,45,49,6.646766e+13
1,46,47,3.675641e+14
1,46,48,1.525127e+14
1,46,49,8.551084e+13
1,47,48,2.361724e+14
1,47,49,3.380006e+14
1,48,49,2.380235e+14
2,0,1,2.876808e+15
2,0,2,4.397934e+16
2,0,3,4.508529e+16
2,0,4,4.439963e+16
2,0,5,8.349207e+16
2,0,6,4.396629e+16
2,0,7,2.869584e+15
2,0,8,4.399320e+16
2,0,9,8.343387e+16
2,0,10,4.403556e+16
2,0,11,8.210682e+16
2,0,12,2.893991e+12
2,0,13,8.208661e+16
2,0,14,8.694644e+16
2,0,15,4.398575e+16
2,0,16,4.441639e+16
2,0,17,2.869097e+15
2,0,18,1.835453e+13
2,0,19,4.393239e+16
2,0,20,5.039299e+12
2,0,21,2.920608e+15
2,0,22,8.696318e+16
2,0,23,8.207738e+16
2,0,24,4.441381e+16
2,0,25,2.875595e+15
2,0,26,8.128080e+16
2,0,27,2.891804e+15
2,0,28,8.696231e+16
2,0,29,4.395141e+16
2,0,30,1.026498e+13
2,0,31,4.395892e+16
2,0,32,1.273917e+17
2,0,33,4.392913e+16
2,0,34,8.696015e+16
2,0,35,8.343832e+16
2,0,36,4.443454e+16
2,0,37,2.898075e+15
2,0,38,4.405328e+16
2,0,39,2.872759e+15
2,0,40,4.399152e+16
2,0,41,2.897740e+15
2,0,42,4.397026e+16
2,0,43,8.347617e+16
2,0,44,6.804637e+16
2,0,45,2.868047e+15
2,0,46,8.119940e+16
2,0,47,6.891966e+16
2,0,48,8.697559e+16
2,0,49,2.900190e+15
2,1,2,4.459408e+16
2,1,3,4.483220e+16
2,1,4,4.458832e+16
2,1,5,8.636888e+16
2,1,6,4.458748e+16
2,1,7,7.224169e+12
2,1,8,4.458751e+16
2,1,9,8.631068e+16
2,1,10,4.459059e+16
2,1,11,8.185373e+16
2,1,12,2.879702e+15
2,1,13,8.183352e+16
2,1,14,8.982325e+16
2,1,15,4.423884e+16
2,1,16,4.459177e+16
2,1,17,7.710826e+12
2,1,18,2.858453e+15
2,1,19,4.418548e+16
2,1,20,2.881847e+15
2,1,21,4.380015e+13
2,1,22,8.983999e+16
2,1,23,8.182429e+16
2,1,24,4.458961e+16
2,1,25,1.212826e+12
2,1,26,8.102771e+16
2,1,27,1.499653e+13
2,1,28,8.983912e+16
2,1,29,4.420449e+16
2,1,30,2.866543e+15
2,1,31,4.421200e+16
2,1,32,1.302685e+17
2,1,33,4.418221e+16
2,1,34,8.983696e+16
2,1,35,8.631512e+16
2,1,36,4.459075e+16
2,1,37,2.126718e+13
2,1,38,4.460976e+16
2,1,39,4.048831e+12
2,1,40,4.458246e+16
2,1,41,2.093217e+13
2,1,42,4.459077e+16
2,1,43,8.635298e+16
2,1,44,6.829945e+16
2,1,45,8.760592e+12
2,1,46,8.094632e+16
2,1,47,6.917274e+16
2,1,48,8.985240e+16
2,1,49,2.338168e+13
2,2,3,8.906462e+16
2,2,4,8.837897e+16
2,2,5,4.423520e+16
2,2,6,1.304650e+13
2,2,7,4.458686e+16
2,2,8,1.386446e+13
2,2,9,4.422962e+16
2,2,10,5.622748e+13
2,2,11,1.260862e+17
2,2,12,4.398136e+16
2,2,13,1.260659e+17
2,2,14,4.522917e+16
2,2,15,2.264782e+15
2,2,16,8.839573e+16
2,2,17,4.458637e+16
2,2,18,4.398078e+16
2,2,19,2.264603e+15
2,2,20,4.398120e+16
2,2,21,4.463788e+16
2,2,22,4.524591e+16
2,2,23,1.260567e+17
2,2,24,8.839314e+16
2,2,25,4.459287e+16
2,2,26,1.252601e+17
2,2,27,4.460908e+16
2,2,28,4.524504e+16
2,2,29,2.260027e+15
2,2,30,4.397988e+16
2,2,31,2.254513e+15
2,2,32,8.567439e+16
2,2,33,2.262062e+15
2,2,34,4.524288e+16
2,2,35,4.422997e+16
2,2,36,8.841388e+16
2,2,37,4.461535e+16
2,2,38,7.394037e+13
2,2,39,4.459003e+16
2,2,40,1.218039e+13
2,2,41,4.461501e+16
2,2,42,9.079857e+12
2,2,43,4.423551e+16
2,2,44,2.406703e+16
2,2,45,4.458532e+16
2,2,46,1.251787e+17
2,2,47,2.494032e+16
2,2,48,4.525832e+16
2,2,49,4.461746e+16
2,3,4,2.249660e+15
2,3,5,4.482942e+16
2,3,6,8.905158e+16
2,3,7,4.483368e+16
2,3,8,8.907849e+16
2,3,9,4.483501e+16
2,3,10,8.912085e+16
2,3,11,3.702153e+16
2,3,12,4.508327e+16
2,3,13,3.700132e+16
2,3,14,4.748458e+16
2,3,15,8.907104e+16
2,3,16,2.253110e+15
2,3,17,4.483606e+16
2,3,18,4.508384e+16
2,3,19,8.901768e+16
2,3,20,4.508342e+16
2,3,21,4.483614e+16
2,3,22,4.750133e+16
2,3,23,3.699209e+16
2,3,24,2.250945e+15
2,3,25,4.483334e+16
2,3,26,3.619551e+16
2,3,27,4.483559e+16
2,3,28,4.750046e+16
2,3,29,8.903669e+16
2,3,30,4.508474e+16
2,3,31,8.904420e+16
2,3,32,8.792980e+16
2,3,33,8.901441e+16
2,3,34,4.749829e+16
2,3,35,4.483465e+16
2,3,36,2.252089e+15
2,3,37,4.483169e+16
2,3,38,8.913856e+16
2,3,39,4.483437e+16
2,3,40,8.907680e+16
2,3,41,4.483275e+16
2,3,42,8.905554e+16
2,3,43,4.482911e+16
2,3,44,1.131317e+17
2,3,45,4.483353e+16
2,3,46,3.611412e+16
2,3,47,1.140049e+17
2,3,48,4.751374e+16
2,3,49,4.483097e+16
2,4,5,4.414377e+16
2,4,6,8.836592e+16
2,4,7,4.458110e+16
2,4,8,8.839283e+16
2,4,9,4.414935e+16
2,4,10,8.843520e+16
2,4,11,3.770718e+16
2,4,12,4.439761e+16
2,4,13,3.768697e+16
2,4,14,4.523493e+16
2,4,15,8.838538e+16
2,4,16,1.676080e+13
2,4,17,4.458061e+16
2,4,18,4.439819e+16
2,4,19,8.833203e+16
2,4,20,4.439777e+16
2,4,21,4.463212e+16
2,4,22,4.525167e+16
2,4,23,3.767775e+16
2,4,24,1.417371e+13
2,4,25,4.458711e+16
2,4,26,3.688117e+16
2,4,27,4.460332e+16
2,4,28,4.525080e+16
2,4,29,8.835104e+16
2,4,30,4.439909e+16
2,4,31,8.835855e+16
2,4,32,8.568014e+16
2,4,33,8.832876e+16
2,4,34,4.524863e+16
2,4,35,4.414900e+16
2,4,36,3.491290e+13
2,4,37,4.460959e+16
2,4,38,8.845291e+16
2,4,39,4.458427e+16
2,4,40,8.839115e+16
2,4,41,4.460925e+16
2,4,42,8.836989e+16
2,4,43,4.414346e+16
2,4,44,1.124460e+17
2,4,45,4.457956e+16
2,4,46,3.679977e+16
2,4,47,1.133193e+17
2,4,48,4.526408e+16
2,4,49,4.461170e+16
2,5,6,4.422216e+16
2,5,7,8.636165e+16
2,5,8,4.424907e+16
2,5,9,5.820067e+13
2,5,10,4.429143e+16
2,5,11,8.185095e+16
2,5,12,8.348917e+16
2,5,13,8.183074e+16
2,5,14,3.454370e+15
2,5,15,4.424162e+16
2,5,16,4.416053e+16
2,5,17,8.636117e+16
2,5,18,8.351042e+16
2,5,19,4.418826e+16
2,5,20,8.348703e+16
2,5,21,8.641268e+16
2,5,22,3.471115e+15
2,5,23,8.182152e+16
2,5,24,4.415794e+16
2,5,25,8.636766e+16
2,5,26,8.102493e+16
2,5,27,8.638387e+16
2,5,28,3.470243e+15
2,5,29,4.420727e+16
2,5,30,8.350233e+16
2,5,31,4.421478e+16
2,5,32,4.389959e+16
2,5,33,4.418499e+16
2,5,34,3.468079e+15
2,5,35,5.375236e+13
2,5,36,4.417868e+16
2,5,37,8.639014e+16
2,5,38,4.430914e+16
2,5,39,8.636483e+16
2,5,40,4.424738e+16
2,5,41,8.638981e+16
2,5,42,4.422612e+16
2,5,43,1.589495e+13
2,5,44,6.830223e+16
2,5,45,8.636012e+16
2,5,46,8.094354e+16
2,5,47,6.917552e+16
2,5,48,3.483524e+15
2,5,49,8.639226e+16
2,6,7,4.458026e+16
2,6,8,2.691097e+13
2,6,9,4.421657e+16
2,6,10,6.927398e+13
2,6,11,1.260731e+17
2,6,12,4.396831e+16
2,6,13,1.260529e+17
2,6,14,4.523576e+16
2,6,15,2.258185e+15
2,6,16,8.838268e+16
2,6,17,4.457977e+16
2,6,18,4.396773e+16
2,6,19,2.258007e+15
2,6,20,4.396815e+16
2,6,21,4.463128e+16
2,6,22,4.525251e+16
2,6,23,1.260437e+17
2,6,24,8.838010e+16
2,6,25,4.458627e+16
2,6,26,1.252471e+17
2,6,27,4.460248e+16
2,6,28,4.525164e+16
2,6,29,2.253431e+15
2,6,30,4.396683e+16
2,6,31,2.247916e+15
2,6,32,8.568098e+16
2,6,33,2.255465e+15
2,6,34,4.524947e+16
2,6,35,4.421692e+16
2,6,36,8.840084e+16
2,6,37,4.460875e+16
2,6,38,8.698687e+13
2,6,39,4.458343e+16
2,6,40,2.522690e+13
2,6,41,4.460842e+16
2,6,42,3.966645e+12
2,6,43,4.422247e+16
2,6,44,2.408008e+16
2,6,45,4.457872e+16
2,6,46,1.251657e+17
2,6,47,2.495337e+16
2,6,48,4.526492e+16
2,6,49,4.461087e+16
2,7,8,4.458029e+16
2,7,9,8.630345e+16
2,7,10,4.458336e+16
2,7,11,8.185521e+16
2,7,12,2.872478e+15
2,7,13,8.183500e+16
2,7,14,8.981602e+16
2,7,15,4.423735e+16
2,7,16,4.458455e+16
2,7,17,2.376665e+12
2,7,18,2.851229e+15
2,7,19,4.418400e+16
2,7,20,2.874623e+15
2,7,21,5.102432e+13
2,7,22,8.983277e+16
2,7,23,8.182578e+16
2,7,24,4.458238e+16
2,7,25,6.011343e+12
2,7,26,8.102919e+16
2,7,27,2.222070e+13
2,7,28,8.983190e+16
2,7,29,4.420301e+16
2,7,30,2.859319e+15
2,7,31,4.421052e+16
2,7,32,1.302612e+17
2,7,33,4.418073e+16
2,7,34,8.982973e+16
2,7,35,8.630790e+16
2,7,36,4.458353e+16
2,7,37,2.849135e+13
2,7,38,4.460253e+16
2,7,39,3.175338e+12
2,7,40,4.457524e+16
2,7,41,2.815634e+13
2,7,42,4.458355e+16
2,7,43,8.634576e+16
2,7,44,6.829797e+16
2,7,45,1.536423e+12
2,7,46,8.094780e+16
2,7,47,6.917126e+16
2,7,48,8.984518e+16
2,7,49,3.060585e+13
2,8,9,4.424348e+16
2,8,10,4.236301e+13
2,8,11,1.261000e+17
2,8,12,4.399522e+16
2,8,13,1.260798e+17
2,8,14,4.523573e+16
2,8,15,2.258216e+15
2,8,16,8.840959e+16
2,8,17,4.457980e+16
2,8,18,4.399465e+16
2,8,19,2.258038e+15
2,8,20,4.399507e+16
2,8,21,4.463131e+16
2,8,22,4.525248e+16
2,8,23,1.260706e+17
2,8,24,8.840701e+16
2,8,25,4.458630e+16
2,8,26,1.252740e+17
2,8,27,4.460251e+16
2,8,28,4.525160e+16
2,8,29,2.253462e+15
2,8,30,4.399374e+16
2,8,31,2.247947e+15
2,8,32,8.568095e+16
2,8,33,2.255496e+15
2,8,34,4.524944e+16
2,8,35,4.424383e+16
2,8,36,8.842775e+16
2,8,37,4.460878e+16
2,8,38,6.007590e+13
2,8,39,4.458347e+16
2,8,40,5.053236e+12
2,8,41,4.460845e+16
2,8,42,2.294432e+13
2,8,43,4.424938e+16
2,8,44,2.405317e+16
2,8,45,4.457875e+16
2,8,46,1.251926e+17
2,8,47,2.492645e+16
2,8,48,4.526489e+16
2,8,49,4.461090e+16
2,9,10,4.428585e+16
2,9,11,8.185653e+16
2,9,12,8.343097e+16
2,9,13,8.183632e+16
2,9,14,3.512571e+15
2,9,15,4.423603e+16
2,9,16,4.416611e+16
2,9,17,8.630297e+16
2,9,18,8.345222e+16
2,9,19,4.418268e+16
2,9,20,8.342883e+16
2,9,21,8.635448e+16
2,9,22,3.529316e+15
2,9,23,8.182710e+16
2,9,24,4.416352e+16
2,9,25,8.630946e+16
2,9,26,8.103052e+16
2,9,27,8.632567e+16
2,9,28,3.528443e+15
2,9,29,4.420169e+16
2,9,30,8.344413e+16
2,9,31,4.420920e+16
2,9,32,4.395779e+16
2,9,33,4.417941e+16
2,9,34,3.526280e+15
2,9,35,4.448315e+12
2,9,36,4.418426e+16
2,9,37,8.633194e+16
2,9,38,4.430356e+16
2,9,39,8.630663e+16
2,9,40,4.424180e+16
2,9,41,8.633161e+16
2,9,42,4.422054e+16
2,9,43,4.230573e+13
2,9,44,6.829665e+16
2,9,45,8.630192e+16
2,9,46,8.094912e+16
2,9,47,6.916994e+16
2,9,48,3.541725e+15
2,9,49,8.633406e+16
2,10,11,1.261424e+17
2,10,12,4.403759e+16
2,10,13,1.261222e+17
2,10,14,4.523266e+16
2,10,15,2.261288e+15
2,10,16,8.845196e+16
2,10,17,4.458287e+16
2,10,18,4.403701e+16
2,10,19,2.261109e+15
2,10,20,4.403743e+16
2,10,21,4.463439e+16
2,10,22,4.524941e+16
2,10,23,1.261129e+17
2,10,24,8.844937e+16
2,10,25,4.458937e+16
2,10,26,1.253164e+17
2,10,27,4.460558e+16
2,10,28,4.524853e+16
2,10,29,2.256533e+15
2,10,30,4.403611e+16
2,10,31,2.251019e+15
2,10,32,8.567788e+16
2,10,33,2.258568e+15
2,10,34,4.524637e+16
2,10,35,4.428620e+16
2,10,36,8.847011e+16
2,10,37,4.461185e+16
2,10,38,1.917345e+13
2,10,39,4.458654e+16
2,10,40,4.404708e+13
2,10,41,4.461152e+16
2,10,42,6.530734e+13
2,10,43,4.429174e+16
2,10,44,2.401080e+16
2,10,45,4.458183e+16
2,10,46,1.252350e+17
2,10,47,2.488409e+16
2,10,48,4.526182e+16
2,10,49,4.461397e+16
2,11,12,8.210479e+16
2,11,13,2.020942e+13
2,11,14,8.210736e+16
2,11,15,1.260926e+17
2,11,16,3.769042e+16
2,11,17,8.185759e+16
2,11,18,8.210537e+16
2,11,19,1.260392e+17
2,11,20,8.210495e+16
2,11,21,8.185767e+16
2,11,22,8.210262e+16
2,11,23,2.943474e+13
2,11,24,3.769301e+16
2,11,25,8.185487e+16
2,11,26,4.013157e+15
2,11,27,8.185711e+16
2,11,28,8.210530e+16
2,11,29,1.260582e+17
2,11,30,8.210627e+16
2,11,31,1.260657e+17
2,11,32,8.442584e+16
2,11,33,1.260359e+17
2,11,34,8.210867e+16
2,11,35,8.185618e+16
2,11,36,3.767227e+16
2,11,37,8.185322e+16
2,11,38,1.261601e+17
2,11,39,8.185590e+16
2,11,40,1.260983e+17
2,11,41,8.185428e+16
2,11,42,1.260771e+17
2,11,43,8.185064e+16
2,11,44,1.501532e+17
2,11,45,8.185506e+16
2,11,46,4.010149e+15
2,11,47,1.510265e+17
2,11,48,8.210366e+16
2,11,49,8.185250e+16
2,12,13,8.208458e+16
2,12,14,8.694354e+16
2,12,15,4.398777e+16
2,12,16,4.441437e+16
2,12,17,2.871991e+15
2,12,18,2.124852e+13
2,12,19,4.393442e+16
2,12,20,2.145307e+12
2,12,21,2.923502e+15
2,12,22,8.696029e+16
2,12,23,8.207536e+16
2,12,24,4.441178e+16
2,12,25,2.878489e+15
2,12,26,8.127878e+16
2,12,27,2.894698e+15
2,12,28,8.695942e+16
2,12,29,4.395343e+16
2,12,30,1.315897e+13
2,12,31,4.396094e+16
2,12,32,1.273888e+17
2,12,33,4.393115e+16
2,12,34,8.695725e+16
2,12,35,8.343542e+16
2,12,36,4.443252e+16
2,12,37,2.900969e+15
2,12,38,4.405530e+16
2,12,39,2.875653e+15
2,12,40,4.399354e+16
2,12,41,2.900634e+15
2,12,42,4.397228e+16
2,12,43,8.347328e+16
2,12,44,6.804839e+16
2,12,45,2.870941e+15
2,12,46,8.119738e+16
2,12,47,6.892168e+16
2,12,48,8.697270e+16
2,12,49,2.903084e+15
2,13,14,8.208715e+16
2,13,15,1.260724e+17
2,13,16,3.767021e+16
2,13,17,8.183738e+16
2,13,18,8.208516e+16
2,13,19,1.260190e+17
2,13,20,8.208474e+16
2,13,21,8.183746e+16
2,13,22,8.208241e+16
2,13,23,9.225323e+12
2,13,24,3.767280e+16
2,13,25,8.183466e+16
2,13,26,4.005796e+15
2,13,27,8.183691e+16
2,13,28,8.208509e+16
2,13,29,1.260380e+17
2,13,30,8.208606e+16
2,13,31,1.260455e+17
2,13,32,8.441848e+16
2,13,33,1.260157e+17
2,13,34,8.208846e+16
2,13,35,8.183597e+16
2,13,36,3.765206e+16
2,13,37,8.183301e+16
2,13,38,1.261399e+17
2,13,39,8.183569e+16
2,13,40,1.260781e+17
2,13,41,8.183407e+16
2,13,42,1.260569e+17
2,13,43,8.183043e+16
2,13,44,1.501330e+17
2,13,45,8.183485e+16
2,13,46,4.002789e+15
2,13,47,1.510063e+17
2,13,48,8.208345e+16
2,13,49,8.183229e+16
2,14,15,4.749395e+16
2,14,16,4.523148e+16
2,14,17,8.981554e+16
2,14,18,8.696479e+16
2,14,19,4.749377e+16
2,14,20,8.694140e+16
2,14,21,8.986705e+16
2,14,22,1.674529e+13
2,14,23,8.207792e+16
2,14,24,4.523364e+16
2,14,25,8.982203e+16
2,14,26,8.128134e+16
2,14,27,8.983824e+16
2,14,28,1.587268e+13
2,14,29,4.748919e+16
2,14,30,8.695670e+16
2,14,31,4.748368e+16
2,14,32,4.044522e+16
2,14,33,4.749123e+16
2,14,34,1.370950e+13
2,14,35,3.508122e+15
2,14,36,4.523250e+16
2,14,37,8.984451e+16
2,14,38,4.521349e+16
2,14,39,8.981920e+16
2,14,40,4.524079e+16
2,14,41,8.984418e+16
2,14,42,4.523248e+16
2,14,43,3.470265e+15
2,14,44,6.804583e+16
2,14,45,8.981449e+16
2,14,46,8.119995e+16
2,14,47,6.891911e+16
2,14,48,2.915449e+13
2,14,49,8.984663e+16
2,15,16,8.840214e+16
2,15,17,4.423498e+16
2,15,18,4.398720e+16
2,15,19,5.335764e+13
2,15,20,4.398762e+16
2,15,21,4.423490e+16
2,15,22,4.751069e+16
2,15,23,1.260631e+17
2,15,24,8.839956e+16
2,15,25,4.423770e+16
2,15,26,1.252665e+17
2,15,27,4.423545e+16
2,15,28,4.750982e+16
2,15,29,3.434496e+13
2,15,30,4.398629e+16
2,15,31,2.683502e+13
2,15,32,8.793917e+16
2,15,33,5.662610e+13
2,15,34,4.750766e+16
2,15,35,4.423639e+16
2,15,36,8.842030e+16
2,15,37,4.423935e+16
2,15,38,2.280461e+15
2,15,39,4.423667e+16
2,15,40,2.253163e+15
2,15,41,4.423829e+16
2,15,42,2.261471e+15
2,15,43,4.424193e+16
2,15,44,2.406062e+16
2,15,45,4.423751e+16
2,15,46,1.251852e+17
2,15,47,2.493390e+16
2,15,48,4.752310e+16
2,15,49,4.424007e+16
2,16,17,4.458406e+16
2,16,18,4.441495e+16
2,16,19,8.834879e+16
2,16,20,4.441453e+16
2,16,21,4.463557e+16
2,16,22,4.524822e+16
2,16,23,3.766099e+16
2,16,24,2.587085e+12
2,16,25,4.459056e+16
2,16,26,3.686440e+16
2,16,27,4.460677e+16
2,16,28,4.524735e+16
2,16,29,8.836780e+16
2,16,30,4.441585e+16
2,16,31,8.837531e+16
2,16,32,8.567669e+16
2,16,33,8.834552e+16
2,16,34,4.524518e+16
2,16,35,4.416576e+16
2,16,36,1.815210e+13
2,16,37,4.461304e+16
2,16,38,8.846967e+16
2,16,39,4.458772e+16
2,16,40,8.840791e+16
2,16,41,4.461270e+16
2,16,42,8.838665e+16
2,16,43,4.416022e+16
2,16,44,1.124628e+17
2,16,45,4.458301e+16
2,16,46,3.678301e+16
2,16,47,1.133360e+17
2,16,48,4.526063e+16
2,16,49,4.461515e+16
2,17,18,2.850743e+15
2,17,19,4.418162e+16
2,17,20,2.874136e+15
2,17,21,5.151098e+13
2,17,22,8.983228e+16
2,17,23,8.182816e+16
2,17,24,4.458190e+16
2,17,25,6.498000e+12
2,17,26,8.103157e+16
2,17,27,2.270736e+13
2,17,28,8.983141e+16
2,17,29,4.420063e+16
2,17,30,2.858832e+15
2,17,31,4.420814e+16
2,17,32,1.302608e+17
2,17,33,4.417835e+16
2,17,34,8.982925e+16
2,17,35,8.630741e+16
2,17,36,4.458304e+16
2,17,37,2.897801e+13
2,17,38,4.460205e+16
2,17,39,3.661995e+12
2,17,40,4.457475e+16
2,17,41,2.864299e+13
2,17,42,4.458306e+16
2,17,43,8.634527e+16
2,17,44,6.829559e+16
2,17,45,2.532584e+12
2,17,46,8.095018e+16
2,17,47,6.916888e+16
2,17,48,8.984469e+16
2,17,49,3.109251e+13
2,18,19,4.393384e+16
2,18,20,2.339383e+13
2,18,21,2.902254e+15
2,18,22,8.698154e+16
2,18,23,8.207594e+16
2,18,24,4.441236e+16
2,18,25,2.857241e+15
2,18,26,8.127935e+16
2,18,27,2.873450e+15
2,18,28,8.698067e+16
2,18,29,4.395285e+16
2,18,30,8.089550e+12
2,18,31,4.396036e+16
2,18,32,1.274100e+17
2,18,33,4.393057e+16
2,18,34,8.697850e+16
2,18,35,8.345667e+16
2,18,36,4.443310e+16
2,18,37,2.879721e+15
2,18,38,4.405472e+16
2,18,39,2.854405e+15
2,18,40,4.399296e+16
2,18,41,2.879386e+15
2,18,42,4.397170e+16
2,18,43,8.349453e+16
2,18,44,6.804781e+16
2,18,45,2.849693e+15
2,18,46,8.119796e+16
2,18,47,6.892110e+16
2,18,48,8.699395e+16
2,18,49,2.881835e+15
2,19,20,4.393426e+16
2,19,21,4.418154e+16
2,19,22,4.751052e+16
2,19,23,1.260098e+17
2,19,24,8.834620e+16
2,19,25,4.418434e+16
2,19,26,1.252132e+17
2,19,27,4.418210e+16
2,19,28,4.750964e+16
2,19,29,1.901268e+13
2,19,30,4.393294e+16
2,19,31,2.652262e+13
2,19,32,8.793899e+16
